2014-10-10 03:40:26 startup archives install
2014-10-10 03:43:37 status triggers-pending initramfs-tools 0.99.0+vyos1+helium1
2014-10-10 03:43:37 configure iperf 2.0.4-5 2.0.4-5
2014-10-10 03:43:37 status unpacked iperf 2.0.4-5
2014-10-10 03:43:37 status half-configured iperf 2.0.4-5
2014-10-10 03:43:37 status installed iperf 2.0.4-5
2014-10-10 03:43:37 configure iptraf 3.0.0-7 3.0.0-7
2014-10-10 03:43:37 status unpacked iptraf 3.0.0-7
2014-10-10 03:43:37 status unpacked iptraf 3.0.0-7
2014-10-10 03:43:37 status half-configured iptraf 3.0.0-7
2014-10-10 03:43:37 status installed iptraf 3.0.0-7
2014-10-10 03:43:37 configure libdumbnet1 1.12-3+b1 1.12-3+b1
2014-10-10 03:43:37 status unpacked libdumbnet1 1.12-3+b1
2014-10-10 03:43:37 status half-configured libdumbnet1 1.12-3+b1
2014-10-10 03:43:37 status installed libdumbnet1 1.12-3+b1
2014-10-10 03:43:37 configure libfam0 2.7.0-17 2.7.0-17
2014-10-10 03:43:37 status unpacked libfam0 2.7.0-17
2014-10-10 03:43:38 status half-configured libfam0 2.7.0-17
2014-10-10 03:43:38 status installed libfam0 2.7.0-17
2014-10-10 03:43:38 configure libicu44 4.4.1-8+squeeze2 4.4.1-8+squeeze2
2014-10-10 03:43:38 status unpacked libicu44 4.4.1-8+squeeze2
2014-10-10 03:43:38 status half-configured libicu44 4.4.1-8+squeeze2
2014-10-10 03:43:38 status installed libicu44 4.4.1-8+squeeze2
2014-10-10 03:43:38 configure libpcsclite1 1.5.5-4 1.5.5-4
2014-10-10 03:43:38 status unpacked libpcsclite1 1.5.5-4
2014-10-10 03:43:38 status half-configured libpcsclite1 1.5.5-4
2014-10-10 03:43:38 status installed libpcsclite1 1.5.5-4
2014-10-10 03:43:38 configure libpkcs11-helper1 1.07-1 1.07-1
2014-10-10 03:43:38 status unpacked libpkcs11-helper1 1.07-1
2014-10-10 03:43:38 status half-configured libpkcs11-helper1 1.07-1
2014-10-10 03:43:38 status installed libpkcs11-helper1 1.07-1
2014-10-10 03:43:38 configure libradiusclient-ng2 0.5.6-1.1 0.5.6-1.1
2014-10-10 03:43:38 status unpacked libradiusclient-ng2 0.5.6-1.1
2014-10-10 03:43:38 status unpacked libradiusclient-ng2 0.5.6-1.1
2014-10-10 03:43:38 status unpacked libradiusclient-ng2 0.5.6-1.1
2014-10-10 03:43:38 status unpacked libradiusclient-ng2 0.5.6-1.1
2014-10-10 03:43:38 status unpacked libradiusclient-ng2 0.5.6-1.1
2014-10-10 03:43:38 status unpacked libradiusclient-ng2 0.5.6-1.1
2014-10-10 03:43:38 status unpacked libradiusclient-ng2 0.5.6-1.1
2014-10-10 03:43:38 status unpacked libradiusclient-ng2 0.5.6-1.1
2014-10-10 03:43:38 status half-configured libradiusclient-ng2 0.5.6-1.1
2014-10-10 03:43:38 status installed libradiusclient-ng2 0.5.6-1.1
2014-10-10 03:43:38 configure libxslt1.1 1.1.26-6+squeeze3 1.1.26-6+squeeze3
2014-10-10 03:43:38 status unpacked libxslt1.1 1.1.26-6+squeeze3
2014-10-10 03:43:38 status half-configured libxslt1.1 1.1.26-6+squeeze3
2014-10-10 03:43:38 status installed libxslt1.1 1.1.26-6+squeeze3
2014-10-10 03:43:38 configure linux-firmware 1.29+vyos1+helium2 1.29+vyos1+helium2
2014-10-10 03:43:38 status unpacked linux-firmware 1.29+vyos1+helium2
2014-10-10 03:43:38 status half-configured linux-firmware 1.29+vyos1+helium2
2014-10-10 03:43:38 status installed linux-firmware 1.29+vyos1+helium2
2014-10-10 03:43:38 configure linux-image-3.13.11-1-586-vyos 3.13.11-1+vyos1+helium5 3.13.11-1+vyos1+helium5
2014-10-10 03:43:38 status unpacked linux-image-3.13.11-1-586-vyos 3.13.11-1+vyos1+helium5
2014-10-10 03:43:38 status half-configured linux-image-3.13.11-1-586-vyos 3.13.11-1+vyos1+helium5
2014-10-10 03:43:45 status installed linux-image-3.13.11-1-586-vyos 3.13.11-1+vyos1+helium5
2014-10-10 03:43:45 configure user-setup 1.38 1.38
2014-10-10 03:43:45 status unpacked user-setup 1.38
2014-10-10 03:43:45 status half-configured user-setup 1.38
2014-10-10 03:43:45 status installed user-setup 1.38
2014-10-10 03:43:45 configure live-initramfs 1.157.1-1+vyos1+helium3 1.157.1-1+vyos1+helium3
2014-10-10 03:43:45 status unpacked live-initramfs 1.157.1-1+vyos1+helium3
2014-10-10 03:43:45 status unpacked live-initramfs 1.157.1-1+vyos1+helium3
2014-10-10 03:43:45 status unpacked live-initramfs 1.157.1-1+vyos1+helium3
2014-10-10 03:43:45 status unpacked live-initramfs 1.157.1-1+vyos1+helium3
2014-10-10 03:43:45 status half-configured live-initramfs 1.157.1-1+vyos1+helium3
2014-10-10 03:43:50 status triggers-awaited live-initramfs 1.157.1-1+vyos1+helium3
2014-10-10 03:43:50 configure lldpd 0.6.0+vyos1+helium1 0.6.0+vyos1+helium1
2014-10-10 03:43:50 status unpacked lldpd 0.6.0+vyos1+helium1
2014-10-10 03:43:50 status half-configured lldpd 0.6.0+vyos1+helium1
2014-10-10 03:43:50 status installed lldpd 0.6.0+vyos1+helium1
2014-10-10 03:43:50 configure mtr-tiny 0.75-2 0.75-2
2014-10-10 03:43:50 status unpacked mtr-tiny 0.75-2
2014-10-10 03:43:50 status half-configured mtr-tiny 0.75-2
2014-10-10 03:43:50 status installed mtr-tiny 0.75-2
2014-10-10 03:43:50 configure netplug 1.2.9.1-2+vyos1+helium1 1.2.9.1-2+vyos1+helium1
2014-10-10 03:43:50 status unpacked netplug 1.2.9.1-2+vyos1+helium1
2014-10-10 03:43:50 status unpacked netplug 1.2.9.1-2+vyos1+helium1
2014-10-10 03:43:50 status unpacked netplug 1.2.9.1-2+vyos1+helium1
2014-10-10 03:43:50 status unpacked netplug 1.2.9.1-2+vyos1+helium1
2014-10-10 03:43:50 status half-configured netplug 1.2.9.1-2+vyos1+helium1
2014-10-10 03:43:50 status installed netplug 1.2.9.1-2+vyos1+helium1
2014-10-10 03:43:50 configure libnetfilter-cttimeout 1.0.0-3+vyos1+helium1 1.0.0-3+vyos1+helium1
2014-10-10 03:43:50 status unpacked libnetfilter-cttimeout 1.0.0-3+vyos1+helium1
2014-10-10 03:43:50 status half-configured libnetfilter-cttimeout 1.0.0-3+vyos1+helium1
2014-10-10 03:43:50 status installed libnetfilter-cttimeout 1.0.0-3+vyos1+helium1
2014-10-10 03:43:50 configure nfct 1:1.0.1-3+vyos1+helium4 1:1.0.1-3+vyos1+helium4
2014-10-10 03:43:50 status unpacked nfct 1:1.0.1-3+vyos1+helium4
2014-10-10 03:43:50 status half-configured nfct 1:1.0.1-3+vyos1+helium4
2014-10-10 03:43:50 status installed nfct 1:1.0.1-3+vyos1+helium4
2014-10-10 03:43:50 configure openvpn-blacklist 0.4 0.4
2014-10-10 03:43:50 status unpacked openvpn-blacklist 0.4
2014-10-10 03:43:50 status half-configured openvpn-blacklist 0.4
2014-10-10 03:43:50 status installed openvpn-blacklist 0.4
2014-10-10 03:43:50 configure openvpn 2.1.3-2+squeeze2 2.1.3-2+squeeze2
2014-10-10 03:43:50 status unpacked openvpn 2.1.3-2+squeeze2
2014-10-10 03:43:50 status unpacked openvpn 2.1.3-2+squeeze2
2014-10-10 03:43:50 status unpacked openvpn 2.1.3-2+squeeze2
2014-10-10 03:43:50 status unpacked openvpn 2.1.3-2+squeeze2
2014-10-10 03:43:50 status unpacked openvpn 2.1.3-2+squeeze2
2014-10-10 03:43:50 status unpacked openvpn 2.1.3-2+squeeze2
2014-10-10 03:43:50 status unpacked openvpn 2.1.3-2+squeeze2
2014-10-10 03:43:50 status half-configured openvpn 2.1.3-2+squeeze2
2014-10-10 03:43:51 status installed openvpn 2.1.3-2+squeeze2
2014-10-10 03:43:51 configure pmacct 0.14.0+vyos1+helium1 0.14.0+vyos1+helium1
2014-10-10 03:43:51 status unpacked pmacct 0.14.0+vyos1+helium1
2014-10-10 03:43:51 status unpacked pmacct 0.14.0+vyos1+helium1
2014-10-10 03:43:51 status unpacked pmacct 0.14.0+vyos1+helium1
2014-10-10 03:43:51 status unpacked pmacct 0.14.0+vyos1+helium1
2014-10-10 03:43:51 status half-configured pmacct 0.14.0+vyos1+helium1
2014-10-10 03:43:51 status installed pmacct 0.14.0+vyos1+helium1
2014-10-10 03:43:51 configure ppp 2.4.5-4 2.4.5-4
2014-10-10 03:43:51 status unpacked ppp 2.4.5-4
2014-10-10 03:43:51 status unpacked ppp 2.4.5-4
2014-10-10 03:43:51 status unpacked ppp 2.4.5-4
2014-10-10 03:43:51 status unpacked ppp 2.4.5-4
2014-10-10 03:43:51 status unpacked ppp 2.4.5-4
2014-10-10 03:43:51 status unpacked ppp 2.4.5-4
2014-10-10 03:43:51 status unpacked ppp 2.4.5-4
2014-10-10 03:43:51 status unpacked ppp 2.4.5-4
2014-10-10 03:43:51 status unpacked ppp 2.4.5-4
2014-10-10 03:43:51 status unpacked ppp 2.4.5-4
2014-10-10 03:43:51 status unpacked ppp 2.4.5-4
2014-10-10 03:43:51 status unpacked ppp 2.4.5-4
2014-10-10 03:43:51 status unpacked ppp 2.4.5-4
2014-10-10 03:43:51 status unpacked ppp 2.4.5-4
2014-10-10 03:43:51 status half-configured ppp 2.4.5-4
2014-10-10 03:43:51 status installed ppp 2.4.5-4
2014-10-10 03:43:51 configure pppoe 3.8-3 3.8-3
2014-10-10 03:43:51 status unpacked pppoe 3.8-3
2014-10-10 03:43:51 status unpacked pppoe 3.8-3
2014-10-10 03:43:51 status half-configured pppoe 3.8-3
2014-10-10 03:43:51 status installed pppoe 3.8-3
2014-10-10 03:43:51 configure pptpd 1.3.4-3 1.3.4-3
2014-10-10 03:43:51 status unpacked pptpd 1.3.4-3
2014-10-10 03:43:51 status unpacked pptpd 1.3.4-3
2014-10-10 03:43:51 status unpacked pptpd 1.3.4-3
2014-10-10 03:43:51 status unpacked pptpd 1.3.4-3
2014-10-10 03:43:51 status half-configured pptpd 1.3.4-3
2014-10-10 03:43:51 status installed pptpd 1.3.4-3
2014-10-10 03:43:51 configure rsync 3.0.7-2 3.0.7-2
2014-10-10 03:43:51 status unpacked rsync 3.0.7-2
2014-10-10 03:43:51 status unpacked rsync 3.0.7-2
2014-10-10 03:43:51 status unpacked rsync 3.0.7-2
2014-10-10 03:43:51 status half-configured rsync 3.0.7-2
2014-10-10 03:43:51 status installed rsync 3.0.7-2
2014-10-10 03:43:51 configure screen 4.0.3-14 4.0.3-14
2014-10-10 03:43:51 status unpacked screen 4.0.3-14
2014-10-10 03:43:51 status unpacked screen 4.0.3-14
2014-10-10 03:43:51 status unpacked screen 4.0.3-14
2014-10-10 03:43:51 status half-configured screen 4.0.3-14
2014-10-10 03:43:51 status installed screen 4.0.3-14
2014-10-10 03:43:51 configure sipcalc 1.1.4-2 1.1.4-2
2014-10-10 03:43:51 status unpacked sipcalc 1.1.4-2
2014-10-10 03:43:51 status half-configured sipcalc 1.1.4-2
2014-10-10 03:43:51 status installed sipcalc 1.1.4-2
2014-10-10 03:43:51 configure squid-langpack 20100628-1 20100628-1
2014-10-10 03:43:51 status unpacked squid-langpack 20100628-1
2014-10-10 03:43:51 status half-configured squid-langpack 20100628-1
2014-10-10 03:43:51 status installed squid-langpack 20100628-1
2014-10-10 03:43:51 configure squid3-common 3.1.6-1.2+squeeze4 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status unpacked squid3-common 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status half-configured squid3-common 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status installed squid3-common 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 configure squid3 3.1.6-1.2+squeeze4 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status unpacked squid3 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status unpacked squid3 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status unpacked squid3 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status unpacked squid3 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status unpacked squid3 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status unpacked squid3 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status unpacked squid3 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status half-configured squid3 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status installed squid3 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 configure squidclient 3.1.6-1.2+squeeze4 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status unpacked squidclient 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status half-configured squidclient 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 status installed squidclient 3.1.6-1.2+squeeze4
2014-10-10 03:43:51 configure vyatta-dhcp3-relay 4.1.8+vyos1+helium2 4.1.8+vyos1+helium2
2014-10-10 03:43:51 status unpacked vyatta-dhcp3-relay 4.1.8+vyos1+helium2
2014-10-10 03:43:51 status unpacked vyatta-dhcp3-relay 4.1.8+vyos1+helium2
2014-10-10 03:43:51 status half-configured vyatta-dhcp3-relay 4.1.8+vyos1+helium2
2014-10-10 03:43:51 status installed vyatta-dhcp3-relay 4.1.8+vyos1+helium2
2014-10-10 03:43:51 configure vyatta-dhcp3-server 4.1.8+vyos1+helium2 4.1.8+vyos1+helium2
2014-10-10 03:43:51 status unpacked vyatta-dhcp3-server 4.1.8+vyos1+helium2
2014-10-10 03:43:51 status unpacked vyatta-dhcp3-server 4.1.8+vyos1+helium2
2014-10-10 03:43:51 status unpacked vyatta-dhcp3-server 4.1.8+vyos1+helium2
2014-10-10 03:43:51 status half-configured vyatta-dhcp3-server 4.1.8+vyos1+helium2
2014-10-10 03:43:51 status installed vyatta-dhcp3-server 4.1.8+vyos1+helium2
2014-10-10 03:43:51 configure vyatta-ppp 2.4.4rel-8+vyos1+helium1 2.4.4rel-8+vyos1+helium1
2014-10-10 03:43:51 status unpacked vyatta-ppp 2.4.4rel-8+vyos1+helium1
2014-10-10 03:43:51 status unpacked vyatta-ppp 2.4.4rel-8+vyos1+helium1
2014-10-10 03:43:51 status unpacked vyatta-ppp 2.4.4rel-8+vyos1+helium1
2014-10-10 03:43:51 status unpacked vyatta-ppp 2.4.4rel-8+vyos1+helium1
2014-10-10 03:43:51 status unpacked vyatta-ppp 2.4.4rel-8+vyos1+helium1
2014-10-10 03:43:51 status unpacked vyatta-ppp 2.4.4rel-8+vyos1+helium1
2014-10-10 03:43:51 status unpacked vyatta-ppp 2.4.4rel-8+vyos1+helium1
2014-10-10 03:43:51 status unpacked vyatta-ppp 2.4.4rel-8+vyos1+helium1
2014-10-10 03:43:51 status half-configured vyatta-ppp 2.4.4rel-8+vyos1+helium1
2014-10-10 03:43:51 status installed vyatta-ppp 2.4.4rel-8+vyos1+helium1
2014-10-10 03:43:51 configure wpasupplicant 1.1+vyos1+helium1 1.1+vyos1+helium1
2014-10-10 03:43:51 status unpacked wpasupplicant 1.1+vyos1+helium1
2014-10-10 03:43:51 status unpacked wpasupplicant 1.1+vyos1+helium1
2014-10-10 03:43:51 status unpacked wpasupplicant 1.1+vyos1+helium1
2014-10-10 03:43:51 status unpacked wpasupplicant 1.1+vyos1+helium1
2014-10-10 03:43:51 status unpacked wpasupplicant 1.1+vyos1+helium1
2014-10-10 03:43:51 status half-configured wpasupplicant 1.1+vyos1+helium1
2014-10-10 03:43:51 status installed wpasupplicant 1.1+vyos1+helium1
2014-10-10 03:43:51 configure xl2tpd 1.2.7+dfsg-1 1.2.7+dfsg-1
2014-10-10 03:43:51 status unpacked xl2tpd 1.2.7+dfsg-1
2014-10-10 03:43:51 status unpacked xl2tpd 1.2.7+dfsg-1
2014-10-10 03:43:51 status unpacked xl2tpd 1.2.7+dfsg-1
2014-10-10 03:43:51 status unpacked xl2tpd 1.2.7+dfsg-1
2014-10-10 03:43:51 status unpacked xl2tpd 1.2.7+dfsg-1
2014-10-10 03:43:51 status half-configured xl2tpd 1.2.7+dfsg-1
2014-10-10 03:43:51 status installed xl2tpd 1.2.7+dfsg-1
2014-10-10 03:43:51 configure xsltproc 1.1.26-6+squeeze3 1.1.26-6+squeeze3
2014-10-10 03:43:51 status unpacked xsltproc 1.1.26-6+squeeze3
2014-10-10 03:43:51 status half-configured xsltproc 1.1.26-6+squeeze3
2014-10-10 03:43:51 status installed xsltproc 1.1.26-6+squeeze3
2014-10-10 03:43:51 configure ipset 6.9-1+vyos1+helium2 6.9-1+vyos1+helium2
2014-10-10 03:43:51 status unpacked ipset 6.9-1+vyos1+helium2
2014-10-10 03:43:51 status half-configured ipset 6.9-1+vyos1+helium2
2014-10-10 03:43:51 status installed ipset 6.9-1+vyos1+helium2
2014-10-10 03:43:51 configure iw 0.9.19-1 0.9.19-1
2014-10-10 03:43:51 status unpacked iw 0.9.19-1
2014-10-10 03:43:51 status half-configured iw 0.9.19-1
2014-10-10 03:43:51 status installed iw 0.9.19-1
2014-10-10 03:43:51 configure jnettop 0.12.0-4 0.12.0-4
2014-10-10 03:43:51 status unpacked jnettop 0.12.0-4
2014-10-10 03:43:51 status half-configured jnettop 0.12.0-4
2014-10-10 03:43:51 status installed jnettop 0.12.0-4
2014-10-10 03:43:51 configure libvyatta-util1 0.13+vyos1+helium1 0.13+vyos1+helium1
2014-10-10 03:43:51 status unpacked libvyatta-util1 0.13+vyos1+helium1
2014-10-10 03:43:51 status half-configured libvyatta-util1 0.13+vyos1+helium1
2014-10-10 03:43:52 status installed libvyatta-util1 0.13+vyos1+helium1
2014-10-10 03:43:52 configure lsb-release 3.2-23.2squeeze1 3.2-23.2squeeze1
2014-10-10 03:43:52 status unpacked lsb-release 3.2-23.2squeeze1
2014-10-10 03:43:52 status half-configured lsb-release 3.2-23.2squeeze1
2014-10-10 03:43:52 status installed lsb-release 3.2-23.2squeeze1
2014-10-10 03:43:52 status triggers-pending python-support 1.0.10
2014-10-10 03:43:52 configure open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 status unpacked open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 status unpacked open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 status unpacked open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 status unpacked open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 status unpacked open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 status unpacked open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 status unpacked open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 status unpacked open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 status unpacked open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 status unpacked open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 status unpacked open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 status unpacked open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 status half-configured open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 status installed open-vm-tools 2:9.4.0-1280544-8+vyos1+helium1
2014-10-10 03:43:52 configure vyatta-base 0.58+vyos1+helium2 0.58+vyos1+helium2
2014-10-10 03:43:52 status unpacked vyatta-base 0.58+vyos1+helium2
2014-10-10 03:43:52 status half-configured vyatta-base 0.58+vyos1+helium2
2014-10-10 03:43:52 status installed vyatta-base 0.58+vyos1+helium2
2014-10-10 03:43:52 configure vyatta-util 0.13+vyos1+helium1 0.13+vyos1+helium1
2014-10-10 03:43:52 status unpacked vyatta-util 0.13+vyos1+helium1
2014-10-10 03:43:52 status half-configured vyatta-util 0.13+vyos1+helium1
2014-10-10 03:43:52 status installed vyatta-util 0.13+vyos1+helium1
2014-10-10 03:43:52 configure vyos-opennhrp 0.14.1-1+vyos1+helium2 0.14.1-1+vyos1+helium2
2014-10-10 03:43:52 status unpacked vyos-opennhrp 0.14.1-1+vyos1+helium2
2014-10-10 03:43:52 status unpacked vyos-opennhrp 0.14.1-1+vyos1+helium2
2014-10-10 03:43:52 status unpacked vyos-opennhrp 0.14.1-1+vyos1+helium2
2014-10-10 03:43:52 status unpacked vyos-opennhrp 0.14.1-1+vyos1+helium2
2014-10-10 03:43:52 status unpacked vyos-opennhrp 0.14.1-1+vyos1+helium2
2014-10-10 03:43:52 status half-configured vyos-opennhrp 0.14.1-1+vyos1+helium2
2014-10-10 03:43:52 status installed vyos-opennhrp 0.14.1-1+vyos1+helium2
2014-10-10 03:43:52 configure console-common 0.7.85 0.7.85
2014-10-10 03:43:52 status unpacked console-common 0.7.85
2014-10-10 03:43:52 status unpacked console-common 0.7.85
2014-10-10 03:43:52 status half-configured console-common 0.7.85
2014-10-10 03:43:52 status installed console-common 0.7.85
2014-10-10 03:43:52 configure perl-modules 5.10.1-17squeeze6 5.10.1-17squeeze6
2014-10-10 03:43:52 status unpacked perl-modules 5.10.1-17squeeze6
2014-10-10 03:43:52 status unpacked perl-modules 5.10.1-17squeeze6
2014-10-10 03:43:52 status half-configured perl-modules 5.10.1-17squeeze6
2014-10-10 03:43:52 status installed perl-modules 5.10.1-17squeeze6
2014-10-10 03:43:52 configure dmsetup 2:1.02.48-5 2:1.02.48-5
2014-10-10 03:43:52 status unpacked dmsetup 2:1.02.48-5
2014-10-10 03:43:52 status half-configured dmsetup 2:1.02.48-5
2014-10-10 03:43:52 status installed dmsetup 2:1.02.48-5
2014-10-10 03:43:52 configure libdevmapper1.02.1 2:1.02.48-5 2:1.02.48-5
2014-10-10 03:43:52 status unpacked libdevmapper1.02.1 2:1.02.48-5
2014-10-10 03:43:52 status half-configured libdevmapper1.02.1 2:1.02.48-5
2014-10-10 03:43:52 status installed libdevmapper1.02.1 2:1.02.48-5
2014-10-10 03:43:52 configure libparted0debian1 2.3-5 2.3-5
2014-10-10 03:43:52 status unpacked libparted0debian1 2.3-5
2014-10-10 03:43:52 status half-configured libparted0debian1 2.3-5
2014-10-10 03:43:52 status installed libparted0debian1 2.3-5
2014-10-10 03:43:52 configure parted 2.3-5 2.3-5
2014-10-10 03:43:52 status unpacked parted 2.3-5
2014-10-10 03:43:52 status half-configured parted 2.3-5
2014-10-10 03:43:52 status installed parted 2.3-5
2014-10-10 03:43:52 configure eject 2.1.5+deb1+cvs20081104-7.1 2.1.5+deb1+cvs20081104-7.1
2014-10-10 03:43:52 status unpacked eject 2.1.5+deb1+cvs20081104-7.1
2014-10-10 03:43:52 status half-configured eject 2.1.5+deb1+cvs20081104-7.1
2014-10-10 03:43:52 status installed eject 2.1.5+deb1+cvs20081104-7.1
2014-10-10 03:43:52 configure grub-common 1.98+20100804-14+vyos1+helium1 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 status unpacked grub-common 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 status unpacked grub-common 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 status unpacked grub-common 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 status unpacked grub-common 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 status unpacked grub-common 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 status unpacked grub-common 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 status unpacked grub-common 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 status unpacked grub-common 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 status half-configured grub-common 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 status installed grub-common 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 configure grub-pc 1.98+20100804-14+vyos1+helium1 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 status unpacked grub-pc 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 status unpacked grub-pc 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 status half-configured grub-pc 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 status installed grub-pc 1.98+20100804-14+vyos1+helium1
2014-10-10 03:43:52 configure tasksel-data 2.88 2.88
2014-10-10 03:43:52 status unpacked tasksel-data 2.88
2014-10-10 03:43:52 status half-configured tasksel-data 2.88
2014-10-10 03:43:52 status installed tasksel-data 2.88
2014-10-10 03:43:52 configure strongswan-ikev1 4.5.2-1.1-bpo60+vyos1+helium3 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 status unpacked strongswan-ikev1 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 status half-configured strongswan-ikev1 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 status installed strongswan-ikev1 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 configure strongswan-starter 4.5.2-1.1-bpo60+vyos1+helium3 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 status unpacked strongswan-starter 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 status unpacked strongswan-starter 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 status unpacked strongswan-starter 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 status unpacked strongswan-starter 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 status half-configured strongswan-starter 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 status installed strongswan-starter 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 configure strongswan-ikev2 4.5.2-1.1-bpo60+vyos1+helium3 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 status unpacked strongswan-ikev2 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 status half-configured strongswan-ikev2 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 status installed strongswan-ikev2 4.5.2-1.1-bpo60+vyos1+helium3
2014-10-10 03:43:52 configure perl 5.10.1-17squeeze6 5.10.1-17squeeze6
2014-10-10 03:43:52 status unpacked perl 5.10.1-17squeeze6
2014-10-10 03:43:52 status half-configured perl 5.10.1-17squeeze6
2014-10-10 03:43:52 status installed perl 5.10.1-17squeeze6
2014-10-10 03:43:52 configure libnetaddr-ip-perl 4.028+dfsg-1 4.028+dfsg-1
2014-10-10 03:43:52 status unpacked libnetaddr-ip-perl 4.028+dfsg-1
2014-10-10 03:43:52 status half-configured libnetaddr-ip-perl 4.028+dfsg-1
2014-10-10 03:43:52 status installed libnetaddr-ip-perl 4.028+dfsg-1
2014-10-10 03:43:52 configure libterm-readkey-perl 2.30-4 2.30-4
2014-10-10 03:43:52 status unpacked libterm-readkey-perl 2.30-4
2014-10-10 03:43:52 status half-configured libterm-readkey-perl 2.30-4
2014-10-10 03:43:52 status installed libterm-readkey-perl 2.30-4
2014-10-10 03:43:52 configure libwant-perl 0.18-2 0.18-2
2014-10-10 03:43:52 status unpacked libwant-perl 0.18-2
2014-10-10 03:43:52 status half-configured libwant-perl 0.18-2
2014-10-10 03:43:52 status installed libwant-perl 0.18-2
2014-10-10 03:43:52 configure libio-prompt-perl 0.997001-1 0.997001-1
2014-10-10 03:43:52 status unpacked libio-prompt-perl 0.997001-1
2014-10-10 03:43:52 status half-configured libio-prompt-perl 0.997001-1
2014-10-10 03:43:52 status installed libio-prompt-perl 0.997001-1
2014-10-10 03:43:52 configure libtimedate-perl 1.2000-1 1.2000-1
2014-10-10 03:43:52 status unpacked libtimedate-perl 1.2000-1
